Order_Met,Matched,Interest_Corr,Same_Race,P_Age,P_Pref_Attr,P_Pref_Sinc,P_Pref_Intel,P_Pref_Fun,P_Pref_Amb,P_Pref_Shar,P_Attr,P_Sinc,P_Intel,P_Fun,P_Amb,P_Shar,P_Like,Age,Importance_Race,Importance_Religion,date,Go_Out,Pref_Attr,Pref_Sinc,Pref_Intel,Pref_Fun,Pref_Amb,Pref_Shar,Attr,Sinc,Intel,Fun,Amb,Shar,Like,Met,Architecture,Bio.Chem.Phys.,Business.Econ.,Education,Engineering,Film,Fine_Arts,History.Rel.,Journal.Eng.,Language,Law,Math,Medical_Sc.,PoliSci.Intl.,Social.Wrk.,Social_Sc.,Undecided.Stud.,fd_other,Asian.,Black,Hispanic.,White,race_other,obc_fun_night,obc_get_date.,obc_new_ppl,obc_ser_rel.,obc_ther,obc_tosayso.
0.666666667,0,0.05,0,24,15,25,20,20,10,10,6,6,7,4,6,5,6,21,1,1,3,4,25,10,25,5,10,25,6,5,7,6,5,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.857142857,0,0.56,1,24,22,14,30,10,14,10,5,5,6,6,6,6,4,21,1,1,3,4,25,10,25,5,10,25,6,6,7,5,6,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.571428571,0,0.36,0,25,7,35,20,20,5,13,6,8,7,5,4,2,5,21,1,1,3,4,25,10,25,5,10,25,7,6,6,5,6,7,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.714285714,0,0.43,0,27,19,20,19,14,13,15,6,8,7,6,7,6,7,21,1,1,3,4,25,10,25,5,10,25,5,6,8,5,7,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.476190476,1,0.54,0,26,15,20,20,20,15,10,8,8,8,8,7,7,7,21,1,1,3,4,25,10,25,5,10,25,6,6,7,5,6,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.142857143,0,0.2,1,29,10,40,20,20,0,10,6,8,8,5,8,5,5,21,1,1,3,4,25,10,25,5,10,25,4,7,8,5,8,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0.23,0,26,20,20,20,10,20,10,5,10,9,7,7,7,8,21,1,1,3,4,25,10,25,5,10,25,6,6,7,5,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.047619048,0,0.4,1,26,15,15,25,20,5,20,5,6,7,5,8,5,5,21,1,1,3,4,25,10,25,5,10,25,5,8,7,7,5,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.238095238,0,0.24,1,32,15,5,45,10,15,10,8,6,10,5,6,8,6,21,1,1,3,4,25,10,25,5,10,25,6,6,7,4,5,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.80952381,0,0.32,1,28,25,20,20,25,0,10,5,0,5,3,7,6,2,21,1,1,3,4,25,10,25,5,10,25,6,6,8,6,6,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.333333333,0,-0.48,0,26,20,30,10,15,10,15,6,5,7,4,7,4,5,21,1,1,3,4,25,10,25,5,10,25,5,6,7,5,6,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.761904762,0,0.27,0,24,30,20,20,10,15,5,8,7,7,6,7,6,7,21,1,1,3,4,25,10,25,5,10,25,9,7,8,7,8,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.285714286,0,0.64,1,24,20,10,30,15,15,10,6,7,8,4,10,4,4,21,1,1,3,4,25,10,25,5,10,25,8,6,7,5,7,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.428571429,0,0.61,0,23,16,16,19,17,14,18,5,8,7,5,6,4,5,21,1,1,3,4,25,10,25,5,10,25,7,6,8,6,7,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.095238095,0,0.43,1,23,10,15,40,15,10,10,6,4,5,5,4,4,5,21,1,1,3,4,25,10,25,5,10,25,7,5,6,6,6,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.619047619,0,0.29,1,25,25,20,25,25,5,0,7,6,8,7,7,6,7,21,1,1,3,4,25,10,25,5,10,25,7,4,6,6,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.80952381,0,0.34,0,28,0,25,25,25,25,0,2,4,5,5,5,1,3,26,7,3,3,6,24,16,28,14,8,10,6,9,8,7,9,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.142857143,0,0.58,0,33,25,30,10,10,5,20,6,6,7,6,7,4,6,26,7,3,3,6,24,16,28,14,8,10,4,7,7,2,6,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.523809524,0,0.49,1,22,25,7,25,25,8,10,8,7,6,5,5,3,7,26,7,3,3,6,24,16,28,14,8,10,3,8,10,3,6,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.571428571,0,0.24,0,26,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,6,26,7,3,3,6,24,16,28,14,8,10,7,6,5,5,4,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.285714286,0,-0.06,0,24,15,25,20,20,10,10,6,5,6,7,6,5,6,26,7,3,3,6,24,16,28,14,8,10,7,8,9,7,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.476190476,0,0.7,1,24,22,14,30,10,14,10,3,5,6,6,6,2,6,26,7,3,3,6,24,16,28,14,8,10,6,5,4,5,3,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.19047619,1,0.1,0,25,7,35,20,20,5,13,7,10,10,6,3,9,8,26,7,3,3,6,24,16,28,14,8,10,6,10,9,8,8,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0.72,1,25,15,18,19,19,17,12,7,2,8,8,5,7,8,26,7,3,3,6,24,16,28,14,8,10,10,10,10,10,10,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.333333333,1,0.39,0,27,19,20,19,14,13,15,7,7,8,7,8,6,8,26,7,3,3,6,24,16,28,14,8,10,7,7,8,7,5,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.095238095,1,0.7,0,26,15,20,20,20,15,10,8,10,9,8,7,8,9,26,7,3,3,6,24,16,28,14,8,10,8,10,9,7,5,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.761904762,0,0.39,1,29,10,40,20,20,0,10,7,7,8,8,7,6,7,26,7,3,3,6,24,16,28,14,8,10,5,6,7,3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.619047619,0,0.2,0,26,20,20,20,10,20,10,5,9,7,7,7,3,7,26,7,3,3,6,24,16,28,14,8,10,8,5,7,8,7,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.666666667,0,0.57,1,26,15,15,25,20,5,20,5,6,7,6,6,6,6,26,7,3,3,6,24,16,28,14,8,10,8,9,6,8,5,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.857142857,0,0.52,1,32,15,5,45,10,15,10,6,5,8,4,6,8,8,26,7,3,3,6,24,16,28,14,8,10,3,4,6,2,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.428571429,0,0.52,1,28,25,20,20,25,0,10,4,6,7,5,4,1,4,26,7,3,3,6,24,16,28,14,8,10,9,9,6,5,4,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.952380952,0,-0.22,0,26,20,30,10,15,10,15,5,6,6,6,7,6,5,26,7,3,3,6,24,16,28,14,8,10,5,8,3,5,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.380952381,1,0.06,0,24,30,20,20,10,15,5,7,8,9,7,8,8,8,26,7,3,3,6,24,16,28,14,8,10,8,9,8,8,7,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.904761905,0,0.71,1,24,20,10,30,15,15,10,6,8,9,6,8,3,8,26,7,3,3,6,24,16,28,14,8,10,9,10,8,9,7,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.047619048,1,0.63,0,23,16,16,19,17,14,18,7,7,8,7,6,8,7,26,7,3,3,6,24,16,28,14,8,10,7,9,8,7,5,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.714285714,0,0.55,1,23,10,15,40,15,10,10,4,4,7,4,4,5,4,26,7,3,3,6,24,16,28,14,8,10,7,4,4,9,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.238095238,0,0.43,1,25,25,20,25,25,5,0,6,8,9,7,8,6,6,26,7,3,3,6,24,16,28,14,8,10,7,6,5,6,8,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.857142857,0,-0.11,0,28,0,25,25,25,25,0,2,1,1,1,9,5,1,25,1,1,0,2,60,20,0,20,0,0,6,8,7,6,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.19047619,0,0.13,0,33,25,30,10,10,5,20,7,7,8,8,7,5,8,25,1,1,0,2,60,20,0,20,0,0,5,7,7,5,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.571428571,0,0.19,1,22,25,7,25,25,8,10,9,5,8,7,5,4,8,25,1,1,0,2,60,20,0,20,0,0,6,7,7,6,7,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.619047619,0,0.06,0,26,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,6,25,1,1,0,2,60,20,0,20,0,0,6,6,6,4,5,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.333333333,0,-0.39,0,24,15,25,20,20,10,10,6,6,6,6,7,4,5,25,1,1,0,2,60,20,0,20,0,0,7,7,7,7,7,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.523809524,0,0.55,1,24,22,14,30,10,14,10,5,6,6,6,6,7,6,25,1,1,0,2,60,20,0,20,0,0,7,6,6,6,7,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.238095238,1,0.58,0,25,7,35,20,20,5,13,8,9,10,5,4,9,7,25,1,1,0,2,60,20,0,20,0,0,8,7,8,8,7,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.047619048,1,0.24,1,25,15,18,19,19,17,12,7,3,10,10,7,7,8,25,1,1,0,2,60,20,0,20,0,0,8,8,8,9,7,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.380952381,1,0.36,0,27,19,20,19,14,13,15,9,9,10,10,8,3,9,25,1,1,0,2,60,20,0,20,0,0,7,8,8,8,7,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.142857143,1,0.13,0,26,15,20,20,20,15,10,8,8,8,8,7,6,8,25,1,1,0,2,60,20,0,20,0,0,6,7,7,7,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.80952381,0,0.58,1,29,10,40,20,20,0,10,8,7,8,7,6,7,8,25,1,1,0,2,60,20,0,20,0,0,5,5,5,5,7,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.666666667,0,-0.08,0,26,20,20,20,10,20,10,8,8,8,8,8,0,7,25,1,1,0,2,60,20,0,20,0,0,6,8,7,8,7,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.714285714,0,0.48,1,26,15,15,25,20,5,20,6,6,7,7,6,6,6,25,1,1,0,2,60,20,0,20,0,0,6,6,7,7,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.904761905,0,0.24,1,32,15,5,45,10,15,10,5,6,6,5,6,4,7,25,1,1,0,2,60,20,0,20,0,0,5,8,7,5,9,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.476190476,0,0.6,1,28,25,20,20,25,0,10,4,8,6,4,3,6,5,25,1,1,0,2,60,20,0,20,0,0,7,7,7,7,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,-0.7,0,26,20,30,10,15,10,15,6,6,5,5,6,6,6,25,1,1,0,2,60,20,0,20,0,0,6,8,7,7,8,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.428571429,1,0.48,0,24,30,20,20,10,15,5,7,8,9,6,7,7,7,25,1,1,0,2,60,20,0,20,0,0,9,8,8,8,8,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.952380952,0,0.52,1,24,20,10,30,15,15,10,8,7,7,6,7,7,8,25,1,1,0,2,60,20,0,20,0,0,7,8,7,8,7,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.095238095,0,0.49,0,23,16,16,19,17,14,18,5,6,7,6,7,7,6,25,1,1,0,2,60,20,0,20,0,0,7,7,8,7,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.761904762,0,0.17,1,23,10,15,40,15,10,10,6,5,7,5,6,5,6,25,1,1,0,2,60,20,0,20,0,0,6,6,6,8,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.285714286,0,-0.17,1,25,25,20,25,25,5,0,7,7,8,7,8,7,8,25,1,1,0,2,60,20,0,20,0,0,7,6,6,6,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.523809524,0,0.64,0,28,0,25,25,25,25,0,1,2,8,1,8,1,2,32,1,1,4,6,25,15,20,25,10,5,7,7,8,7,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.857142857,0,0.68,0,33,25,30,10,10,5,20,5,6,6,5,7,6,6,32,1,1,4,6,25,15,20,25,10,5,5,7,7,5,8,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.238095238,0,0.74,1,22,25,7,25,25,8,10,4,5,5,2,5,2,3,32,1,1,4,6,25,15,20,25,10,5,6,6,8,7,8,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.285714286,0,-0.12,0,26,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,5,5,32,1,1,4,6,25,15,20,25,10,5,7,6,5,5,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0.3,0,24,15,25,20,20,10,10,4,7,7,4,6,6,6,32,1,1,4,6,25,15,20,25,10,5,8,7,8,7,8,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.19047619,0,0.88,1,24,22,14,30,10,14,10,2,7,8,5,8,0,3,32,1,1,4,6,25,15,20,25,10,5,5,5,5,5,5,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.904761905,0,0.12,0,25,7,35,20,20,5,13,4,6,6,5,9,6,4,32,1,1,4,6,25,15,20,25,10,5,5,7,7,7,7,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.714285714,0,0.59,1,25,15,18,19,19,17,12,7,7,8,6,5,6,7,32,1,1,4,6,25,15,20,25,10,5,6,5,5,3,5,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.047619048,0,0.36,0,27,19,20,19,14,13,15,6,8,7,7,5,4,5,32,1,1,4,6,25,15,20,25,10,5,5,5,5,3,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.80952381,0,0.68,0,26,15,20,20,20,15,10,5,7,7,6,6,4,6,32,1,1,4,6,25,15,20,25,10,5,5,5,6,5,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.476190476,0,0.14,1,29,10,40,20,20,0,10,6,8,8,8,8,3,7,32,1,1,4,6,25,15,20,25,10,5,5,5,6,7,7,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.333333333,0,0.57,0,26,20,20,20,10,20,10,4,7,7,7,7,3,7,32,1,1,4,6,25,15,20,25,10,5,8,8,8,8,8,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.380952381,0,0.57,1,26,15,15,25,20,5,20,3,6,7,7,7,3,6,32,1,1,4,6,25,15,20,25,10,5,3,5,7,5,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.571428571,0,0.13,1,32,15,5,45,10,15,10,5,6,6,5,5,7,6,32,1,1,4,6,25,15,20,25,10,5,5,5,7,5,5,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.142857143,0,0.64,1,28,25,20,20,25,0,10,4,7,9,3,5,6,5,32,1,1,4,6,25,15,20,25,10,5,8,7,8,8,8,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.666666667,0,-0.28,0,26,20,30,10,15,10,15,4,6,5,5,5,5,5,32,1,1,4,6,25,15,20,25,10,5,8,7,6,5,5,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.095238095,0,-0.07,0,24,30,20,20,10,15,5,6,8,8,7,9,6,8,32,1,1,4,6,25,15,20,25,10,5,7,5,7,7,7,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.619047619,0,0.64,1,24,20,10,30,15,15,10,5,8,9,6,8,3,6,32,1,1,4,6,25,15,20,25,10,5,5,6,8,7,9,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.761904762,0,0.68,0,23,16,16,19,17,14,18,5,6,5,4,5,6,5,32,1,1,4,6,25,15,20,25,10,5,6,6,6,7,8,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.428571429,0,0.2,1,23,10,15,40,15,10,10,4,4,6,4,4,2,4,32,1,1,4,6,25,15,20,25,10,5,5,5,7,5,8,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.952380952,0,0.26,1,25,25,20,25,25,5,0,5,4,10,6,10,6,7,32,1,1,4,6,25,15,20,25,10,5,7,7,7,4,5,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.619047619,0,-0.09,0,28,0,25,25,25,25,0,4,2,5,1,8,7,6,25,7,1,3,5,27,15,28,10,10,10,6.5,8,9,10,8,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.952380952,0,0.27,0,33,25,30,10,10,5,20,7,6,7,7,8,6,7,25,7,1,3,5,27,15,28,10,10,10,4,7,7,4,6,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.333333333,0,0.39,1,22,25,7,25,25,8,10,9,8,8,6,8,4,8,25,7,1,3,5,27,15,28,10,10,10,6,5,8,7,8,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.380952381,0,-0.25,0,26,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,5,6,25,7,1,3,5,27,15,28,10,10,10,5,5,7,3,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.095238095,1,-0.06,0,24,15,25,20,20,10,10,8,7,7,6,7,7,8,25,7,1,3,5,27,15,28,10,10,10,7,7,8,6,9,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.285714286,0,0.23,1,24,22,14,30,10,14,10,6,6,7,7,7,8,6,25,7,1,3,5,27,15,28,10,10,10,8,8,7,7,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0.35,0,25,7,35,20,20,5,13,5,6,10,8,7,7,7,25,7,1,3,5,27,15,28,10,10,10,7,6,8,7,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.80952381,0,0.5,1,25,15,18,19,19,17,12,5,1,8,4,5,2,5,25,7,1,3,5,27,15,28,10,10,10,9,1,6,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.142857143,0,0.31,0,27,19,20,19,14,13,15,9,7,8,9,8,6,6,25,7,1,3,5,27,15,28,10,10,10,6,7,8,8,7,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.904761905,0,-0.01,0,26,15,20,20,20,15,10,8,6,8,8,8,5,6,25,7,1,3,5,27,15,28,10,10,10,7,8,10,9,7,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.571428571,0,0.44,1,29,10,40,20,20,0,10,7,7,8,7,6,4,7,25,7,1,3,5,27,15,28,10,10,10,6,8,9,3,7,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.428571429,0,-0.07,0,26,20,20,20,10,20,10,9,9,8,9,7,5,8,25,7,1,3,5,27,15,28,10,10,10,8,8,8,9,6,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.476190476,1,0.73,1,26,15,15,25,20,5,20,7,8,8,8,7,5,7,25,7,1,3,5,27,15,28,10,10,10,7,7,9,7,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.666666667,0,0.13,1,32,15,5,45,10,15,10,6,4,5,5,6,3,6,25,7,1,3,5,27,15,28,10,10,10,6,7,9,3,4,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.238095238,0,0.17,1,28,25,20,20,25,0,10,7,9,9,6,5,3,6,25,7,1,3,5,27,15,28,10,10,10,8,7,8,7,7,4,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.761904762,0,-0.29,0,26,20,30,10,15,10,15,6,5,5,5,5,5,5,25,7,1,3,5,27,15,28,10,10,10,6,7,8,4,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.19047619,1,0.63,0,24,30,20,20,10,15,5,9.5,9,9,8,9,8,9,25,7,1,3,5,27,15,28,10,10,10,8,9,9,8,9,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.714285714,1,0.22,1,24,20,10,30,15,15,10,8,7,8,6,10,5,8,25,7,1,3,5,27,15,28,10,10,10,8,7,9,8,9,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
